item_code,statement_type,item_name_clean,item_name_raw,stage2_role,stage2_name_match,is_summary,indent_level,non_missing_rate,non_missing_count,unit_inferred,candidate_role_hint,status,fix_note,original_column_name,sample_min,sample_p1,sample_median,sample_p99,sample_max
U01B100000000,손익계산서,매출액(수익),매출액(수익),매출액,OK,True,0,0.9126,4331,천원,,OK,,[U01B100000000]매출액(수익)(*)(IFRS)(천원),0.0,5459900.7,134543196.0,14880028813.799894,65308350000.0
U01B100010000,손익계산서,수출,*수출,,,False,0,0.9126,4331,천원,,OK,,[U01B100010000]*수출(IFRS)(천원),0.0,0.0,0.0,3112167999.999975,37493664000.0
U01B100010100,손익계산서,내수,*내수,,,False,0,0.9126,4331,천원,,OK,,[U01B100010100]*내수(IFRS)(천원),0.0,0.0,0.0,1985586500.0,27814686000.0
U01B100010200,손익계산서,특수관계자 매출(수익),*특수관계자 매출(수익),,,False,0,0.9126,4331,천원,,OK,,[U01B100010200]*특수관계자 매출(수익)(IFRS)(천원),0.0,0.0,0.0,2890240.8999999347,1610573129.0
U01B100010300,손익계산서,상품매출액,상품매출액,,,False,0,0.9126,4331,천원,,OK,,[U01B100010300]   상품매출액(IFRS)(천원),-21010.0,0.0,0.0,2409653726.79998,22536852000.0
U01B100010400,손익계산서,상품수출매출,*상품수출매출,,,False,0,0.9126,4331,천원,,OK,,[U01B100010400]   *상품수출매출(IFRS)(천원),0.0,0.0,0.0,0.0,6946488000.0
U01B100010500,손익계산서,제품매출액,제품매출액,,,False,0,0.9126,4331,천원,,OK,,[U01B100010500]   제품매출액(IFRS)(천원),0.0,0.0,897843.0,1664887730.999996,12442518963.0
U01B100010600,손익계산서,제품수출매출,*제품수출매출,,,False,0,0.9126,4331,천원,,OK,,[U01B100010600]   *제품수출매출(IFRS)(천원),0.0,0.0,0.0,9621734.799999949,5367021000.0
U01B100010700,손익계산서,"재화의 판매로 인한 수익(상품,제품매출액)","재화의 판매로 인한 수익(상품,제품매출액)",,,False,0,0.9126,4331,천원,,OK,,"[U01B100010700]   재화의 판매로 인한 수익(상품,제품매출액)(IFRS)(천원)",0.0,0.0,0.0,1109409929.5999944,62656490000.0
U01B100010800,손익계산서,수출매출,*수출매출,,,False,0,0.9126,4331,천원,,OK,,[U01B100010800]   *수출매출(IFRS)(천원),0.0,0.0,0.0,0.0,1753525822.0
U01B100010900,손익계산서,건설계약으로 인한 수익(공사수익),건설계약으로 인한 수익(공사수익),,,False,0,0.9126,4331,천원,,OK,,[U01B100010900]   건설계약으로 인한 수익(공사수익)(IFRS)(천원),0.0,0.0,0.0,1825813471.2999804,16076094183.0
U01B100011000,손익계산서,해외건설계약,*해외건설계약,,,False,0,0.9126,4331,천원,,OK,,[U01B100011000]   *해외건설계약(IFRS)(천원),0.0,0.0,0.0,0.0,278497000.0
U01B100011100,손익계산서,분양수익,분양수익,,,False,0,0.9126,4331,천원,,OK,,[U01B100011100]   분양수익(IFRS)(천원),-505413.0,0.0,0.0,169187329.29999965,1541813000.0
U01B100011200,손익계산서,용역의 제공으로 인한 수익(매출액),용역의 제공으로 인한 수익(매출액),,,False,0,0.9126,4331,천원,,OK,,[U01B100011200]   용역의 제공으로 인한 수익(매출액)(IFRS)(천원),0.0,0.0,0.0,1025981768.0999948,18335034000.0
U01B100011300,손익계산서,임대수익,임대수익,,,False,0,0.9126,4331,천원,,OK,,[U01B100011300]   임대수익(IFRS)(천원),0.0,0.0,0.0,8415527.799999913,237031877.0
U01B100011400,손익계산서,수수료수익,수수료수익,,,False,0,0.9126,4331,천원,,OK,,[U01B100011400]   수수료수익(IFRS)(천원),0.0,0.0,0.0,10310394.799999995,456301382.0
U01B100011500,손익계산서,로열티수익,로열티수익,,,False,0,0.9126,4331,천원,,OK,,[U01B100011500]   로열티수익(IFRS)(천원),-733000.0,0.0,0.0,7095168.299999955,1271847000.0
U01B100011600,손익계산서,용지매출수익,용지매출수익,,,False,0,0.9126,4331,천원,,OK,,[U01B100011600]   용지매출수익(IFRS)(천원),0.0,0.0,0.0,0.0,24243840.0
U01B100011700,손익계산서,지분법이익,지분법이익,,,False,0,0.9126,4331,천원,,OK,,[U01B100011700]   지분법이익(IFRS)(천원),-37165000.0,0.0,0.0,0.0,442401000.0
U01B100011800,손익계산서,금융수익,금융수익,,,False,0,0.9126,4331,천원,,OK,,[U01B100011800]   금융수익(IFRS)(천원),0.0,0.0,0.0,0.0,7301358.0
U01B100011900,손익계산서,배당수익,배당수익,,,False,0,0.9126,4331,천원,,OK,,[U01B100011900]   배당수익(IFRS)(천원),0.0,0.0,0.0,7644427.399999856,476253756.0
U01B100012000,손익계산서,이자수익,이자수익,,,False,0,0.9126,4331,천원,,OK,,[U01B100012000]   이자수익(IFRS)(천원),0.0,0.0,0.0,0.0,179698033.0
U01B100012100,손익계산서,"통신,방송(제작)수익","통신,방송(제작)수익",,,False,0,0.9126,4331,천원,,OK,,"[U01B100012100]   통신,방송(제작)수익(IFRS)(천원)",0.0,0.0,0.0,16696189.29999899,518292741.0
U01B100012200,손익계산서,리스(렌탈)수익,리스(렌탈)수익,,,False,0,0.9126,4331,천원,,OK,,[U01B100012200]   리스(렌탈)수익(IFRS)(천원),0.0,0.0,0.0,0.0,749250566.0
U01B100012300,손익계산서,기타수익,기타수익,,,False,0,0.9126,4331,천원,,OK,,[U01B100012300]   기타수익(IFRS)(천원),-654863.0,0.0,586794.0,6974351127.09996,32566135142.0
U01B100012400,손익계산서,(매출조정),(매출조정),,,True,0,0.9126,4331,천원,,OK,,[U01B100012400]   (매출조정)(*)(IFRS)(천원),-511684.0,0.0,0.0,3276582.799999975,874820854.0
U01B100012500,손익계산서,(매출에누리와환입),(매출에누리와환입),,,False,0,0.9126,4331,천원,,OK,,[U01B100012500]      (매출에누리와환입)(IFRS)(천원),0.0,0.0,0.0,0.0,173874982.0
U01B100012600,손익계산서,반품추정매출,반품추정매출,,,False,0,0.9126,4331,천원,,OK,,[U01B100012600]      반품추정매출(IFRS)(천원),0.0,0.0,0.0,0.0,0.0
U01B100012700,손익계산서,(매출할인),(매출할인),,,False,0,0.9126,4331,천원,,OK,,[U01B100012700]      (매출할인)(IFRS)(천원),-511684.0,0.0,0.0,0.0,135037495.0
U01B100012800,손익계산서,(매출장려금),(매출장려금),,,False,0,0.9126,4331,천원,,OK,,[U01B100012800]      (매출장려금)(IFRS)(천원),0.0,0.0,0.0,0.0,54583884.0
U01B100012900,손익계산서,(주세담배소비세등),(주세담배소비세등),,,False,0,0.9126,4331,천원,,OK,,[U01B100012900]      (주세담배소비세등)(IFRS)(천원),0.0,0.0,0.0,0.0,874820854.0
U01B100013000,손익계산서,(기타매출조정),(기타매출조정),,,False,0,0.9126,4331,천원,,OK,,[U01B100013000]      (기타매출조정)(IFRS)(천원),-54472.0,0.0,0.0,0.0,370003414.0
U01B200000000,손익계산서,매출원가,매출원가,매출원가,OK,True,0,0.9126,4331,천원,매출원가,OK,,[U01B200000000]매출원가(*)(IFRS)(천원),0.0,0.0,99960993.0,12041350821.499958,53137884000.0
U01B201000000,손익계산서,특수관계자매출원가,*특수관계자매출원가,,,False,0,0.9126,4331,천원,,OK,,[U01B201000000]*특수관계자매출원가(IFRS)(천원),0.0,0.0,0.0,1953699.999999992,1062666000.0
U01B201010000,손익계산서,상품매출원가,상품매출원가,,,True,0,0.9126,4331,천원,,OK,,[U01B201010000]   상품매출원가(*)(IFRS)(천원),-15796.0,0.0,0.0,1091902567.199998,24082375000.0
U01B201010100,손익계산서,기초상품재고액,기초상품재고액,,,False,0,0.9126,4331,천원,,OK,,[U01B201010100]      기초상품재고액(IFRS)(천원),0.0,0.0,0.0,7651449.999999969,922696000.0
U01B201010200,손익계산서,당기상품매입액,당기상품매입액,,,False,0,0.9126,4331,천원,,OK,,[U01B201010200]      당기상품매입액(IFRS)(천원),0.0,0.0,0.0,92045474.89999989,24279953000.0
U01B201010300,손익계산서,재고자산평가손실(환입),재고자산평가손실(환입),,,False,0,0.9126,4331,천원,,OK,,[U01B201010300]      재고자산평가손실(환입)(IFRS)(천원),-1823676.0,0.0,0.0,0.0,2819937.0
U01B201010400,손익계산서,전입,전입,,,False,0,0.9126,4331,천원,,OK,,[U01B201010400]      전입(IFRS)(천원),-25969.0,0.0,0.0,1443693.599999979,131581600.0
U01B201010500,손익계산서,(관세환급금),(관세환급금),,,False,0,0.9126,4331,천원,,OK,,[U01B201010500]      (관세환급금)(IFRS)(천원),0.0,0.0,0.0,0.0,1001540.0
U01B201010600,손익계산서,(대체),(대체),,,False,0,0.9126,4331,천원,,OK,,[U01B201010600]      (대체)(IFRS)(천원),0.0,0.0,0.0,1352708.7999999975,324695432.0
U01B201010700,손익계산서,(기말상품재고액),(기말상품재고액),,,False,0,0.9126,4331,천원,,OK,,[U01B201010700]      (기말상품재고액)(IFRS)(천원),0.0,0.0,0.0,7528722.699999998,1036652000.0
U01B201010800,손익계산서,제품매출원가,제품매출원가,,,True,0,0.9126,4331,천원,,OK,,[U01B201010800]   제품매출원가(*)(IFRS)(천원),-1810641.0,0.0,0.0,917137955.5999992,11463814817.0
U01B201010900,손익계산서,기초제품재고액,기초제품재고액,,,False,0,0.9126,4331,천원,,OK,,[U01B201010900]      기초제품재고액(IFRS)(천원),0.0,0.0,0.0,26400323.199999988,271868037.0
U01B201011000,손익계산서,당기제조원가,당기제조원가,,,False,0,0.9126,4331,천원,,OK,,[U01B201011000]      당기제조원가(IFRS)(천원),0.0,0.0,0.0,325227708.5999997,6875110812.0
U01B201011100,손익계산서,재고자산평가손실(환입),재고자산평가손실(환입),,,False,0,0.9126,4331,천원,,OK,,[U01B201011100]      재고자산평가손실(환입)(IFRS)(천원),-1810641.0,0.0,0.0,71415.8999999959,14566418.0
U01B201011200,손익계산서,전입,전입,,,False,0,0.9126,4331,천원,,OK,,[U01B201011200]      전입(IFRS)(천원),0.0,0.0,0.0,1232525.4999999988,87872716.0
U01B201011300,손익계산서,(관세환급금),(관세환급금),,,False,0,0.9126,4331,천원,,OK,,[U01B201011300]      (관세환급금)(IFRS)(천원),-1897.0,0.0,0.0,335280.69999999995,23984609.0
U01B201011400,손익계산서,(대체),(대체),,,False,0,0.9126,4331,천원,,OK,,[U01B201011400]      (대체)(IFRS)(천원),0.0,0.0,0.0,6183398.399999995,498436000.0
U01B201011500,손익계산서,(기말제품재고액),(기말제품재고액),,,False,0,0.9126,4331,천원,,OK,,[U01B201011500]      (기말제품재고액)(IFRS)(천원),0.0,0.0,0.0,27643041.09999986,283939915.0
U01B201011600,손익계산서,상품·제품매출원가,상품·제품매출원가,,,True,0,0.9126,4331,천원,,OK,,[U01B201011600]   상품·제품매출원가(*)(IFRS)(천원),0.0,0.0,0.0,328438576.1999977,38723420000.0
U01B201011700,손익계산서,기초재고액,기초재고액,,,False,0,0.9126,4331,천원,,OK,,[U01B201011700]      기초재고액(IFRS)(천원),0.0,0.0,0.0,0.0,840852000.0
U01B201011800,손익계산서,당기매입액,당기매입액,,,False,0,0.9126,4331,천원,,OK,,[U01B201011800]      당기매입액(IFRS)(천원),0.0,0.0,0.0,0.0,40863677000.0
U01B201011900,손익계산서,재고자산평가손실(환입),재고자산평가손실(환입),,,False,0,0.9126,4331,천원,,OK,,[U01B201011900]      재고자산평가손실(환입)(IFRS)(천원),-782409.0,0.0,0.0,0.0,1810642.0
U01B201012000,손익계산서,전입,전입,,,False,0,0.9126,4331,천원,,OK,,[U01B201012000]      전입(IFRS)(천원),0.0,0.0,0.0,0.0,218646276.0
U01B201012100,손익계산서,(관세환급금),(관세환급금),,,False,0,0.9126,4331,천원,,OK,,[U01B201012100]      (관세환급금)(IFRS)(천원),0.0,0.0,0.0,0.0,19311269.0
U01B201012200,손익계산서,(대체),(대체),,,False,0,0.9126,4331,천원,,OK,,[U01B201012200]      (대체)(IFRS)(천원),0.0,0.0,0.0,0.0,2062445000.0
U01B201012300,손익계산서,(기말재고액),(기말재고액),,,False,0,0.9126,4331,천원,,OK,,[U01B201012300]      (기말재고액)(IFRS)(천원),0.0,0.0,0.0,0.0,923133000.0
U01B201012400,손익계산서,건설계약원가,건설계약원가,,,False,0,0.9126,4331,천원,,OK,,[U01B201012400]   건설계약원가(IFRS)(천원),0.0,0.0,0.0,793131237.6999918,9673529029.0
U01B201012500,손익계산서,분양원가,분양원가,,,False,0,0.9126,4331,천원,,OK,,[U01B201012500]   분양원가(IFRS)(천원),-387000.0,0.0,0.0,75445564.79999976,820546137.0
U01B201012600,손익계산서,용역원가,용역원가,,,False,0,0.9126,4331,천원,,OK,,[U01B201012600]   용역원가(IFRS)(천원),0.0,0.0,0.0,274159368.29999995,3555138160.0
U01B201012700,손익계산서,임대원가,임대원가,,,False,0,0.9126,4331,천원,,OK,,[U01B201012700]   임대원가(IFRS)(천원),0.0,0.0,0.0,2958234.399999996,446011805.0
U01B201012800,손익계산서,수수료원가,수수료원가,,,False,0,0.9126,4331,천원,,OK,,[U01B201012800]   수수료원가(IFRS)(천원),0.0,0.0,0.0,0.0,38580000.0
U01B201012900,손익계산서,로열티원가,로열티원가,,,False,0,0.9126,4331,천원,,OK,,[U01B201012900]   로열티원가(IFRS)(천원),0.0,0.0,0.0,0.0,10111189.0
U01B201013000,손익계산서,용지매출원가,용지매출원가,,,False,0,0.9126,4331,천원,,OK,,[U01B201013000]   용지매출원가(IFRS)(천원),0.0,0.0,0.0,0.0,7500285.0
U01B201013100,손익계산서,지분법손실,지분법손실,,,False,0,0.9126,4331,천원,,OK,,[U01B201013100]   지분법손실(IFRS)(천원),0.0,0.0,0.0,0.0,30440467.0
U01B201013200,손익계산서,금융비용,금융비용,,,False,0,0.9126,4331,천원,금융비용,OK,,[U01B201013200]   금융비용(IFRS)(천원),0.0,0.0,0.0,0.0,66565473.0
U01B201013300,손익계산서,이자비용,이자비용,,,False,0,0.9126,4331,천원,금융비용,OK,,[U01B201013300]   이자비용(IFRS)(천원),0.0,0.0,0.0,0.0,30964688.0
U01B201013400,손익계산서,"통신,방송(제작)비","통신,방송(제작)비",,,False,0,0.9126,4331,천원,,OK,,"[U01B201013400]   통신,방송(제작)비(IFRS)(천원)",0.0,0.0,0.0,0.0,225905354.0
U01B201013500,손익계산서,리스(렌탈)원가,리스(렌탈)원가,,,False,0,0.9126,4331,천원,,OK,,[U01B201013500]   리스(렌탈)원가(IFRS)(천원),0.0,0.0,0.0,0.0,14283020.0
U01B201013600,손익계산서,기타매출원가,기타매출원가,,,False,0,0.9126,4331,천원,,OK,,[U01B201013600]   기타매출원가(IFRS)(천원),-8795580.0,0.0,9679832.0,10358810186.79998,53137884000.0
U01B201013700,손익계산서,(매출원가조정),(매출원가조정),,,True,0,0.9126,4331,천원,,OK,,[U01B201013700]   (매출원가조정)(*)(IFRS)(천원),-2166342.0,0.0,0.0,0.0,857585000.0
U01B201013800,손익계산서,(매입에누리와환출),(매입에누리와환출),,,False,0,0.9126,4331,천원,,OK,,[U01B201013800]      (매입에누리와환출)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0
U01B201013900,손익계산서,반품추정매출원가,반품추정매출원가,,,False,0,0.9126,4331,천원,,OK,,[U01B201013900]      반품추정매출원가(IFRS)(천원),-703399.0,0.0,0.0,0.0,309292.0
U01B201014000,손익계산서,(매입할인),(매입할인),,,False,0,0.9126,4331,천원,,OK,,[U01B201014000]      (매입할인)(IFRS)(천원),0.0,0.0,0.0,0.0,3492234.0
U01B201014100,손익계산서,(관세환급금),(관세환급금),,,False,0,0.9126,4331,천원,,OK,,[U01B201014100]      (관세환급금)(IFRS)(천원),0.0,0.0,0.0,0.0,15370220.0
U01B201014200,손익계산서,재고자산평가손실(환입),재고자산평가손실(환입),,,False,0,0.9126,4331,천원,,OK,,[U01B201014200]      재고자산평가손실(환입)(IFRS)(천원),-2475634.0,0.0,0.0,0.0,420456.0
U01B201014300,손익계산서,(기타매출원가조정),(기타매출원가조정),,,False,0,0.9126,4331,천원,,OK,,[U01B201014300]      (기타매출원가조정)(IFRS)(천원),0.0,0.0,0.0,0.0,857585000.0
U01B201014400,손익계산서,매출총이익(손실),매출총이익(손실),매출총이익,OK,False,0,0.9126,4331,천원,매출총이익,OK,,[U01B201014400]매출총이익(손실)(IFRS)(천원),-1987456000.0,-17598606.59999999,22137620.0,1375547796.7999983,12170466000.0
U01B300000000,손익계산서,기타(영업)수익,기타(영업)수익,,,True,0,0.9126,4331,천원,,OK,,[U01B300000000]기타(영업)수익(*)(IFRS)(천원),0.0,0.0,0.0,8737732.299999988,352926681.0
U01B300010000,손익계산서,이자수익,이자수익,,,False,0,0.9126,4331,천원,,OK,,[U01B300010000]   이자수익(IFRS)(천원),0.0,0.0,0.0,0.0,367556.0
U01B300010100,손익계산서,배당금수익,배당금수익,,,False,0,0.9126,4331,천원,,OK,,[U01B300010100]   배당금수익(IFRS)(천원),0.0,0.0,0.0,0.0,102557000.0
U01B300010200,손익계산서,외환거래이익,외환거래이익,,,True,0,0.9126,4331,천원,,OK,,[U01B300010200]   외환거래이익(*)(IFRS)(천원),0.0,0.0,0.0,1155521.6999999946,198569510.0
U01B300010300,손익계산서,외환차익,외환차익,,,False,0,0.9126,4331,천원,,OK,,[U01B300010300]      외환차익(IFRS)(천원),0.0,0.0,0.0,630153.8999999968,175837114.0
U01B300010400,손익계산서,외화환산이익,외화환산이익,,,False,0,0.9126,4331,천원,,OK,,[U01B300010400]      외화환산이익(IFRS)(천원),0.0,0.0,0.0,148042.89999999976,22732396.0
U01B300010500,손익계산서,기타외화거래이익,기타외화거래이익,,,False,0,0.9126,4331,천원,,OK,,[U01B300010500]      기타외화거래이익(IFRS)(천원),0.0,0.0,0.0,0.0,50013968.0
U01B300010600,손익계산서,수수료수익,수수료수익,,,False,0,0.9126,4331,천원,,OK,,[U01B300010600]   수수료수익(IFRS)(천원),0.0,0.0,0.0,0.0,18034091.0
U01B300010700,손익계산서,임대료,임대료,,,False,0,0.9126,4331,천원,,OK,,[U01B300010700]   임대료(IFRS)(천원),0.0,0.0,0.0,116087.89999999978,5543639.0
U01B300010800,손익계산서,로열티수익,로열티수익,,,False,0,0.9126,4331,천원,,OK,,[U01B300010800]   로열티수익(IFRS)(천원),0.0,0.0,0.0,0.0,118102591.0
U01B300010900,손익계산서,연체료수익,연체료수익,,,False,0,0.9126,4331,천원,,OK,,[U01B300010900]   연체료수익(IFRS)(천원),0.0,0.0,0.0,0.0,3003341.0
U01B300011000,손익계산서,대손충당금환입,대손충당금환입,,,False,0,0.9126,4331,천원,,OK,,[U01B300011000]   대손충당금환입(IFRS)(천원),0.0,0.0,0.0,143856.89999999895,70376000.0
U01B300011100,손익계산서,충당부채환입액,충당부채환입액,,,False,0,0.9126,4331,천원,,OK,,[U01B300011100]   충당부채환입액(IFRS)(천원),0.0,0.0,0.0,0.0,84089745.0
U01B300011200,손익계산서,자산처분(폐기)이익,자산처분(폐기)이익,,,True,0,0.9126,4331,천원,,OK,,[U01B300011200]   자산처분(폐기)이익(*)(IFRS)(천원),0.0,0.0,0.0,574982.7999999976,192495903.0
U01B300011300,손익계산서,투자부동산처분이익,투자부동산처분이익,,,False,0,0.9126,4331,천원,,OK,,[U01B300011300]      투자부동산처분이익(IFRS)(천원),0.0,0.0,0.0,0.0,3873290.0
U01B300011400,손익계산서,투자자산처분이익,투자자산처분이익,,,False,0,0.9126,4331,천원,,OK,,[U01B300011400]      투자자산처분이익(IFRS)(천원),0.0,0.0,0.0,0.0,191050512.0
U01B300011500,손익계산서,"유형,리스자산처분이익","유형,리스자산처분이익",,,False,0,0.9126,4331,천원,,OK,,"[U01B300011500]      유형,리스자산처분이익(IFRS)(천원)",0.0,0.0,0.0,257552.4999999962,28792143.0
U01B300011600,손익계산서,임대주택자산처분이익,임대주택자산처분이익,,,False,0,0.9126,4331,천원,,OK,,[U01B300011600]      임대주택자산처분이익(IFRS)(천원),0.0,0.0,0.0,0.0,0.0
U01B300011700,손익계산서,무형자산처분이익,무형자산처분이익,,,False,0,0.9126,4331,천원,,OK,,[U01B300011700]      무형자산처분이익(IFRS)(천원),0.0,0.0,0.0,0.0,9799766.0
U01B300011800,손익계산서,기타자산처분이익,기타자산처분이익,,,False,0,0.9126,4331,천원,,OK,,[U01B300011800]      기타자산처분이익(IFRS)(천원),0.0,0.0,0.0,0.0,186921000.0
U01B300011900,손익계산서,재고자산폐기(처분)이익,재고자산폐기(처분)이익,,,False,0,0.9126,4331,천원,,OK,,[U01B300011900]   재고자산폐기(처분)이익(IFRS)(천원),0.0,0.0,0.0,0.0,1891495.0
U01B300012000,손익계산서,재고자산감모손실환입,재고자산감모손실환입,,,False,0,0.9126,4331,천원,,OK,,[U01B300012000]   재고자산감모손실환입(IFRS)(천원),0.0,0.0,0.0,0.0,0.0
U01B300012100,손익계산서,자산평가이익,자산평가이익,,,False,0,0.9126,4331,천원,,OK,,[U01B300012100]   자산평가이익(IFRS)(천원),0.0,0.0,0.0,0.0,2274036.0
U01B300012200,손익계산서,자산재평가이익,자산재평가이익,,,False,0,0.9126,4331,천원,,OK,,[U01B300012200]   자산재평가이익(IFRS)(천원),0.0,0.0,0.0,0.0,21945.0
U01B300012300,손익계산서,파생상품이익,파생상품이익,,,True,0,0.9126,4331,천원,,OK,,[U01B300012300]   파생상품이익(*)(IFRS)(천원),0.0,0.0,0.0,0.0,42971281.0
U01B300012400,손익계산서,파생상품평가이익,파생상품평가이익,,,False,0,0.9126,4331,천원,,OK,,[U01B300012400]      파생상품평가이익(IFRS)(천원),0.0,0.0,0.0,0.0,24183000.0
U01B300012500,손익계산서,파생상품거래이익,파생상품거래이익,,,False,0,0.9126,4331,천원,,OK,,[U01B300012500]      파생상품거래이익(IFRS)(천원),0.0,0.0,0.0,0.0,25609475.0
U01B300012600,손익계산서,기타파생상품이익,기타파생상품이익,,,False,0,0.9126,4331,천원,,OK,,[U01B300012600]      기타파생상품이익(IFRS)(천원),0.0,0.0,0.0,0.0,7723000.0
U01B300012700,손익계산서,자산손상차손환입,자산손상차손환입,,,True,0,0.9126,4331,천원,,OK,,[U01B300012700]   자산손상차손환입(*)(IFRS)(천원),0.0,0.0,0.0,0.0,67906000.0
U01B300012800,손익계산서,재고자산손상차손(평가손실)환입,재고자산손상차손(평가손실)환입,,,False,0,0.9126,4331,천원,,OK,,[U01B300012800]      재고자산손상차손(평가손실)환입(IFRS)(천원),0.0,0.0,0.0,0.0,0.0
U01B300012900,손익계산서,유형자산손상차손환입,유형자산손상차손환입,,,False,0,0.9126,4331,천원,,OK,,[U01B300012900]      유형자산손상차손환입(IFRS)(천원),0.0,0.0,0.0,0.0,3548000.0
U01B300013000,손익계산서,임대주택자산손상차손환입,임대주택자산손상차손환입,,,False,0,0.9126,4331,천원,,OK,,[U01B300013000]      임대주택자산손상차손환입(IFRS)(천원),0.0,0.0,0.0,0.0,0.0
U01B300013100,손익계산서,무형자산손상차손환입,무형자산손상차손환입,,,False,0,0.9126,4331,천원,,OK,,[U01B300013100]      무형자산손상차손환입(IFRS)(천원),0.0,0.0,0.0,0.0,324213.0
U01B300013200,손익계산서,매각예정 처분자산집단 손상차손환입,매각예정 처분자산집단 손상차손환입,,,False,0,0.9126,4331,천원,,OK,,[U01B300013200]      매각예정 처분자산집단 손상차손환입(IFRS)(천원),0.0,0.0,0.0,0.0,67906000.0
U01B300013300,손익계산서,기타자산손상차손환입,기타자산손상차손환입,,,False,0,0.9126,4331,천원,,OK,,[U01B300013300]      기타자산손상차손환입(IFRS)(천원),0.0,0.0,0.0,0.0,24111000.0
U01B300013400,손익계산서,"종속기업, 공동지배기업 및 관계기업(지분법) 관련 이익","종속기업, 공동지배기업 및 관계기업(지분법) 관련 이익",,,False,0,0.9126,4331,천원,,OK,,"[U01B300013400]   종속기업, 공동지배기업 및 관계기업(지분법) 관련 이익(IFRS)(천원)",0.0,0.0,0.0,0.0,15802543.0
U01B300013500,손익계산서,법인세환급액,법인세환급액,,,False,0,0.9126,4331,천원,,OK,,[U01B300013500]   법인세환급액(IFRS)(천원),0.0,0.0,0.0,0.0,0.0
U01B300013600,손익계산서,채무면제이익,채무면제이익,,,False,0,0.9126,4331,천원,,OK,,[U01B300013600]   채무면제이익(IFRS)(천원),0.0,0.0,0.0,0.0,1828000.0
U01B300013700,손익계산서,보험차익,보험차익,,,False,0,0.9126,4331,천원,,OK,,[U01B300013700]   보험차익(IFRS)(천원),0.0,0.0,0.0,0.0,1603168.0
U01B300013800,손익계산서,정부보조금으로 인한 이익,정부보조금으로 인한 이익,,,False,0,0.9126,4331,천원,,OK,,[U01B300013800]   정부보조금으로 인한 이익(IFRS)(천원),0.0,0.0,0.0,0.0,932170.0
U01B300013900,손익계산서,순사외적립자산기대수익,순사외적립자산기대수익,,,False,0,0.9126,4331,천원,,OK,,[U01B300013900]   순사외적립자산기대수익(IFRS)(천원),0.0,0.0,0.0,0.0,0.0
U01B300014000,손익계산서,전기오류수정이익,전기오류수정이익,,,False,0,0.9126,4331,천원,,OK,,[U01B300014000]   전기오류수정이익(IFRS)(천원),0.0,0.0,0.0,0.0,0.0
U01B300014100,손익계산서,보험수리적이익,보험수리적이익,,,False,0,0.9126,4331,천원,,OK,,[U01B300014100]   보험수리적이익(IFRS)(천원),0.0,0.0,0.0,0.0,0.0
U01B300014200,손익계산서,기타,기타,,,False,0,0.9126,4331,천원,,OK,,[U01B300014200]   기타(IFRS)(천원),0.0,0.0,0.0,2365013.5999999987,67016552.0
U01B350000000,손익계산서,판매비와 관리비(물류원가 등 포함),판매비와 관리비(물류원가 등 포함),,,True,0,0.9126,4331,천원,,OK,,[U01B350000000]판매비와 관리비(물류원가 등 포함)(*)(IFRS)(천원),-282616033.0,1822098.8,16915118.0,801049040.0999986,9341897000.0
U01B350010000,손익계산서,급여,급여,,,False,0,0.9126,4331,천원,,OK,,[U01B350010000]   급여(IFRS)(천원),0.0,467348.3,4840899.0,192043300.7,1687960000.0
U01B350010100,손익계산서,퇴직급여,퇴직급여,,,False,0,0.9126,4331,천원,,OK,,[U01B350010100]   퇴직급여(IFRS)(천원),-230458.0,0.0,461787.0,20783785.499999978,131696000.0
U01B350010200,손익계산서,명예퇴직,명예퇴직,,,False,0,0.9126,4331,천원,,OK,,[U01B350010200]   명예퇴직(IFRS)(천원),0.0,0.0,0.0,0.0,2400311.0
U01B350010300,손익계산서,복리후생비,복리후생비,,,False,0,0.9126,4331,천원,,OK,,[U01B350010300]   복리후생비(IFRS)(천원),-117205.0,0.0,700048.0,41019431.49999999,233168000.0
U01B350010400,손익계산서,주식보상비,주식보상비,,,False,0,0.9126,4331,천원,,OK,,[U01B350010400]   주식보상비(IFRS)(천원),-1362653.0,0.0,0.0,1412384.2999999956,45677306.0
U01B350010500,손익계산서,교육훈련비,교육훈련비,,,False,0,0.9126,4331,천원,,OK,,[U01B350010500]   교육훈련비(IFRS)(천원),-21891.0,0.0,2898.0,4171469.6999999946,23202908.0
U01B350010600,손익계산서,여비교통비,여비교통비,,,False,0,0.9126,4331,천원,,OK,,[U01B350010600]   여비교통비(IFRS)(천원),0.0,0.0,165494.0,11048060.899999963,24537484.0
U01B350010700,손익계산서,통신비,통신비,,,False,0,0.9126,4331,천원,,OK,,[U01B350010700]   통신비(IFRS)(천원),0.0,0.0,21680.0,3630770.4999999935,94168720.0
U01B350010800,손익계산서,소모품비,소모품비,,,False,0,0.9126,4331,천원,,OK,,[U01B350010800]   소모품비(IFRS)(천원),-8876.0,0.0,33931.0,3146231.0,47290000.0
U01B350010900,손익계산서,수도광열비,수도광열비,,,False,0,0.9126,4331,천원,,OK,,[U01B350010900]   수도광열비(IFRS)(천원),-1471.0,0.0,3147.0,4076991.199999996,196591000.0
