table_id,row_id,chapter,analysis_id,statistical_path,model,oracle,reasoning_regime,execution_policy,population,action_space,budget,information_condition,lhs,rhs,N,estimate,ci_low,ci_high,raw_p,holm_p,canonical_file,canonical_key_sha256
SUPPLEMENTAL,SUPPLEMENTAL_0404,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,BETA,BASELINE,REPAIRED,PP,CANDIDATE9,B1,IC-b,C4R,C4,546,0.0009599123700941,-0.012569559728252,0.0111728377147151,0.7995200479952005,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,54a1a0b348c32e8377716d9989eda81a61cedbf0594f4f2d23475152768425c8
SUPPLEMENTAL,SUPPLEMENTAL_0405,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,BETA,BASELINE,REPAIRED,PP,CANDIDATE9,B1,IC-b,C6-E,C4R,565,0.0230108362106953,0.0043464933317048,0.0430077415427461,0.0187981201879812,0.093990600939906,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,4bcd9cf9a1efc28f30f06bfd285849e5416a5d7642094dff21faa5708b77f4a5
SUPPLEMENTAL,SUPPLEMENTAL_0406,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,GAMMA,BASELINE,REPAIRED,PP,CANDIDATE9,B1,IC-b,C4R,C4,546,-0.0026223232955071,-0.0088313991301627,0.002922855831238,0.3501649835016498,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,b43e9b7f0c4c1479cf7ad437fa67c7e45db2718ffdacd11f84bb18ee59ea44c4
SUPPLEMENTAL,SUPPLEMENTAL_0407,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,GAMMA,BASELINE,REPAIRED,PP,CANDIDATE9,B1,IC-b,C6-E,C4R,565,0.0259395253200008,-0.000298438421156,0.0530308323916494,0.0531946805319468,0.2127787221277872,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,87874bcced84d8f8fdb0f9002f30b69f32b27df33f73f16b4c38953256af31fe
SUPPLEMENTAL,SUPPLEMENTAL_0408,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,ALPHA,BASELINE,REPAIRED,PP,FREE8,BINF,IC-b,C5,C4,370,0.033589635999965,-0.0937054223882858,0.1614212995468932,0.6045395460453955,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,ea69ad3c327888ec509451b6282e2dabaf6a61bc9cd7b78877044d406d001c12
SUPPLEMENTAL,SUPPLEMENTAL_0409,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,ALPHA,BASELINE,REPAIRED,PP,FREE8,BINF,IC-b,C4R,C4,409,0.0211846657967258,-0.0023821268837828,0.0560507056491093,0.131986801319868,0.65993400659934,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,205e382db08a9dede1d908f85d6a0becf6a407677bc9dcc577f469ec7534bcb6
SUPPLEMENTAL,SUPPLEMENTAL_0410,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,ALPHA,BASELINE,REPAIRED,PP,FREE8,BINF,IC-b,C6-E,C4R,483,0.2460135861278224,0.1531758083633606,0.3399722121183799,0.0001999800019998,0.0023997600239976,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,b740b151f9d574f0e0bff05666412b3a205756061687c67276cf84557fdc67d2
SUPPLEMENTAL,SUPPLEMENTAL_0411,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,ALPHA,BASELINE,REPAIRED,PP,FREE8,BINF,IC-b,C6-E,C6-EX,458,0.1658487265032691,0.0533363923486011,0.2800039116106199,0.0045995400459954,0.0413958604139586,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,55a1e3815c11415e272e3fefbf7279fefc65712f26a38cf6573c40b121565d9d
SUPPLEMENTAL,SUPPLEMENTAL_0412,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,BETA,BASELINE,REPAIRED,PP,FREE8,BINF,IC-b,C5,C4,370,0.0041462097979036,-0.0304876419924026,0.0377211700192293,0.797920207979202,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,6474ae30b131eb3070c36aad3d5b0041286c74a76db85be5219ceed6f6fc9751
SUPPLEMENTAL,SUPPLEMENTAL_0413,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,BETA,BASELINE,REPAIRED,PP,FREE8,BINF,IC-b,C4R,C4,409,0.0062122383669786,-0.0012118180280677,0.0196219878926932,0.388961103889611,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,098e3f6e273deff415bf83f5ecf3419412aa114d2dd50358a7de6fff27c2d62d
SUPPLEMENTAL,SUPPLEMENTAL_0414,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,BETA,BASELINE,REPAIRED,PP,FREE8,BINF,IC-b,C6-E,C4R,483,0.0673360242308587,0.0370629724329539,0.0984274089715432,0.0001999800019998,0.0023997600239976,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,83048f045631bca22e1426fa4b75cc461c885dd71884a2b16c7c2a2137734b3e
SUPPLEMENTAL,SUPPLEMENTAL_0415,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,BETA,BASELINE,REPAIRED,PP,FREE8,BINF,IC-b,C6-E,C6-EX,458,0.0249192524034205,-0.0125236045650137,0.0618252391126342,0.1941805819418058,0.7767223277672232,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,8de6870e7a73e69f052e0ee832e5c6485de84fbdd41bf3b4937b5c37e6d75671
SUPPLEMENTAL,SUPPLEMENTAL_0416,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,GAMMA,BASELINE,REPAIRED,PP,FREE8,BINF,IC-b,C5,C4,370,-0.0487570119095693,-0.106824033515269,0.0082737861754542,0.0951904809519048,0.5711428857114288,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,defd111dda938bcfd12146079d358e720a2bdccaa671cd1217696310f5c80a21
SUPPLEMENTAL,SUPPLEMENTAL_0417,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,GAMMA,BASELINE,REPAIRED,PP,FREE8,BINF,IC-b,C4R,C4,409,-0.0041758629463429,-0.0094920620668863,-0.0005794306568871,0.0143985601439856,0.1151884811518848,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,fca8f9adf497d608468ab90607f2fe7ca350b6d56309a510adbb541466e6b1cf
SUPPLEMENTAL,SUPPLEMENTAL_0418,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,GAMMA,BASELINE,REPAIRED,PP,FREE8,BINF,IC-b,C6-E,C4R,483,0.0581954089238139,0.0196165711767436,0.0977276992306571,0.0033996600339966,0.033996600339966,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,0b382b5c9342bc78c55f5af460e14a7c12addc4132ed63e597a77aa690a40564
SUPPLEMENTAL,SUPPLEMENTAL_0419,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,GAMMA,BASELINE,REPAIRED,PP,FREE8,BINF,IC-b,C6-E,C6-EX,458,0.0364514623416765,-0.0023944317235498,0.0756720870905239,0.067993200679932,0.475952404759524,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,4dc925a3279968a61215cd77dbbfae40611686f1f281398b41316b9e792ffcb8
SUPPLEMENTAL,SUPPLEMENTAL_0420,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,ALPHA,BASELINE,REPAIRED,PP,FREE8,B1,IC-b,C5,C4,175,0.1574659853617486,0.0063200239844465,0.3115970919163675,0.040995900409959,0.245975402459754,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,dc1d97ba72ba37e27b354368ff31994033a1b4b4bbfb56d13c2c77b64bb751d7
SUPPLEMENTAL,SUPPLEMENTAL_0421,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,ALPHA,BASELINE,REPAIRED,PP,FREE8,B1,IC-b,C4R,C4,246,0.0,0.0,0.0,1.0,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,09355da7fd9d97b7add39a74c8ddbde859bae7f6436a900d68ddebfb0d245764
SUPPLEMENTAL,SUPPLEMENTAL_0422,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,ALPHA,BASELINE,REPAIRED,PP,FREE8,B1,IC-b,C6-E,C4R,235,0.1917907734000352,0.078721319071091,0.3176660857328665,0.0011998800119988,0.0131986801319867,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,4085bd62f1ad74ce1daf31ffc6591e4e6dc6b60cb98e5577a6af87665da02e92
SUPPLEMENTAL,SUPPLEMENTAL_0423,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,ALPHA,BASELINE,REPAIRED,PP,FREE8,B1,IC-b,C6-E,C6-EX,193,0.226532783888353,0.0634963861743092,0.4029506562731033,0.0037996200379962,0.0341965803419658,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,880657cee1f06e0f008deed618bcffa06048db541f0635e40329cb77d20c78d5
SUPPLEMENTAL,SUPPLEMENTAL_0424,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,BETA,BASELINE,REPAIRED,PP,FREE8,B1,IC-b,C5,C4,175,0.0650800366361572,0.0171846635178628,0.1260041588885387,0.0015998400159984,0.015998400159984,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,808929c72a34229ae2fa099bbd77e45b4be2f264cca1bd231b12b6bf8b38796b
SUPPLEMENTAL,SUPPLEMENTAL_0425,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,BETA,BASELINE,REPAIRED,PP,FREE8,B1,IC-b,C4R,C4,246,0.0002097352366456,1.5863010995099474e-13,0.0006292057034183,0.0341965803419658,0.2393760623937606,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,610d5d0241c8b7fd451c84a6350b2131b4228eef65de9bf4a820aadd088919b7
SUPPLEMENTAL,SUPPLEMENTAL_0426,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,BETA,BASELINE,REPAIRED,PP,FREE8,B1,IC-b,C6-E,C4R,235,0.0520206020223427,0.0228567039948081,0.0903068231291043,0.0001999800019998,0.0023997600239976,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,78b7bbcfa57b963f39510f0b523b09d8101413cfc661236797c18caa8fa0067d
SUPPLEMENTAL,SUPPLEMENTAL_0427,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,BETA,BASELINE,REPAIRED,PP,FREE8,B1,IC-b,C6-E,C6-EX,193,-0.0009733492374036,-0.0636148266393319,0.0553377399494328,0.995900409959004,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,e90d21a225ece738a49f15d19377a4f6866b8efdb03a1be713ed33795736404c
SUPPLEMENTAL,SUPPLEMENTAL_0428,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,GAMMA,BASELINE,REPAIRED,PP,FREE8,B1,IC-b,C5,C4,175,0.0165861892659323,-0.040355867196731,0.0711584696186333,0.5577442255774423,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,07d017352f84384bbd32371041fc3dee5da6adeb9622fbce09bcad5a3711cb1d
SUPPLEMENTAL,SUPPLEMENTAL_0429,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,GAMMA,BASELINE,REPAIRED,PP,FREE8,B1,IC-b,C4R,C4,246,0.0,0.0,0.0,1.0,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,481b3899260270a8c053421277f5f1f33a1dd9b45f01c202acee483270a1c310
SUPPLEMENTAL,SUPPLEMENTAL_0430,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,GAMMA,BASELINE,REPAIRED,PP,FREE8,B1,IC-b,C6-E,C4R,235,0.060472599402312,0.0093712097005791,0.1159633969531918,0.0185981401859814,0.1487851214878512,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,764428b6a2332ac7e2dfe4587c1797d6cdc3fce52c2635113e2a79f5176e83b4
SUPPLEMENTAL,SUPPLEMENTAL_0431,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,GAMMA,BASELINE,REPAIRED,PP,FREE8,B1,IC-b,C6-E,C6-EX,193,0.0466342100856948,-0.0051028602057006,0.1025348953595577,0.0795920407959204,0.397960203979602,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,52a57cddf19a93b0ca138764cad4fd6c4ea32939d0e792c32108d7c581aa689d
SUPPLEMENTAL,SUPPLEMENTAL_0432,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,ALPHA,BASELINE,REPAIRED,PP,FREE8,B1,IC-b,C4R,C4,249,-0.0047851248222575,-0.0143553744667725,0.0,0.7311268873112688,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,b4f0c125cdaf420d0c909c830bbcadda99846cea348e3cd9c543c0e2bdb1dfc2
SUPPLEMENTAL,SUPPLEMENTAL_0433,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,ALPHA,BASELINE,REPAIRED,PP,FREE8,B1,IC-b,C6-E,C4R,254,0.1283134156803887,0.0291474014809939,0.241513577313633,0.0075992400759924,0.0455954404559544,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,f40ec2e553b02ac3ba3d49c65475c9a86d14e36951677484c50f52aa7dfcd425
SUPPLEMENTAL,SUPPLEMENTAL_0434,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,BETA,BASELINE,REPAIRED,PP,FREE8,B1,IC-b,C4R,C4,249,-0.0010683743199106,-0.0032051229598666,1.348319046773684e-13,0.7207279272072793,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,efae12b43ecce01657a5a626a938307e28b19d71ade0975f3a48c02b5593d7e3
SUPPLEMENTAL,SUPPLEMENTAL_0435,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,BETA,BASELINE,REPAIRED,PP,FREE8,B1,IC-b,C6-E,C4R,254,0.0185997463062554,-0.0219440357898537,0.0603793078562449,0.3595640435956404,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,7ae4474b359f8a19b9882e4bbf07db26c34fe6bf6c245751a8969cbd0d941dec
SUPPLEMENTAL,SUPPLEMENTAL_0436,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,GAMMA,BASELINE,REPAIRED,PP,FREE8,B1,IC-b,C4R,C4,249,-0.0029297186387375,-0.0087891559162126,0.0,0.7423257674232576,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,8bda01ef0e704b3c149b88708af38d96ea6be17187bfb77bf0cd5abd3933a893
SUPPLEMENTAL,SUPPLEMENTAL_0437,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,GAMMA,BASELINE,REPAIRED,PP,FREE8,B1,IC-b,C6-E,C4R,254,0.0363607768459642,-0.0084953923692451,0.0862791433882321,0.10998900109989,0.54994500549945,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,ba953f9309bd6478b69a6170deaa749270c85bf7d2dcefc66b61d19d0260c6f1
SUPPLEMENTAL,SUPPLEMENTAL_0438,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,ALPHA,BASELINE,REPAIRED,PP,FREE8,BINF,IC-b,C4R,C4,424,-0.0038642895767348,-0.0275171438217432,0.0178077482526689,0.7673232676732327,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,03d054f76159b5a1d36de9163a0e3fa99115c030fdf91d5e2f3e8d187928a3fd
SUPPLEMENTAL,SUPPLEMENTAL_0439,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,ALPHA,BASELINE,REPAIRED,PP,FREE8,BINF,IC-b,C6-E,C4R,486,0.1818306092389678,0.0850129635621957,0.2862595202403777,0.0001999800019998,0.0011998800119988,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,452e15473aad14173355aba0d784cbce9355396d73816da6c0a401c5b70b97ac
SUPPLEMENTAL,SUPPLEMENTAL_0440,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,BETA,BASELINE,REPAIRED,PP,FREE8,BINF,IC-b,C4R,C4,424,0.0008383737723165,-0.0002791114629964,0.0022071773692803,0.1657834216578342,0.4973502649735025,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,d8d704ce8dbf40d5b2db70e2fdadfb69e8f52058d1439c204a635426d6b4d1c4
SUPPLEMENTAL,SUPPLEMENTAL_0441,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,BETA,BASELINE,REPAIRED,PP,FREE8,BINF,IC-b,C6-E,C4R,486,0.0591927471400833,0.0249429592487944,0.0934173169299181,0.0003999600039996,0.001999800019998,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,5480f2da3a730dcc8244f2d473cd9d1fe2892369396b59b52af11afb33be5d60
SUPPLEMENTAL,SUPPLEMENTAL_0442,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,GAMMA,BASELINE,REPAIRED,PP,FREE8,BINF,IC-b,C4R,C4,424,0.0003079252254761,-0.0025952408137401,0.0037824083922761,0.9423057694230575,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,4ab809b0b77d834362817e185743c78744e253053f725514e932ee15bfc28581
SUPPLEMENTAL,SUPPLEMENTAL_0443,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,GAMMA,BASELINE,REPAIRED,PP,FREE8,BINF,IC-b,C6-E,C4R,486,0.0672838433009048,0.0311938485777122,0.1063341481694314,0.0005999400059994,0.0023997600239976,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,1a6ab1223af044faecaa1f920c89b059f6e547c5df09e4055e2d6b871c8f6e34
SUPPLEMENTAL,SUPPLEMENTAL_0444,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,ALPHA,HIGH,STRICT,PP,FREE8,B1,IC-b,C5,C4,562,0.0652959426058349,0.0058816311404913,0.1253367703540796,0.0335966403359664,0.335966403359664,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,83af6c44587ffbe857d02ea7755f999c2e8c8db4d0d221c7889a2a446443dbeb
SUPPLEMENTAL,SUPPLEMENTAL_0445,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,ALPHA,HIGH,STRICT,PP,FREE8,B1,IC-b,C4R,C4,567,0.0011963583767204,-0.0270906581158258,0.0293203516720953,0.9385061493850616,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,e1b4299f0b59779702ccc4dbc7678292bacbf0cf8c41fa8400061d2a3362b338
SUPPLEMENTAL,SUPPLEMENTAL_0446,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,ALPHA,HIGH,STRICT,PP,FREE8,B1,IC-b,C6-E,C4R,561,0.0781101345498098,0.0354954165030082,0.1249318425591693,0.0001999800019998,0.0023997600239976,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,e86b81c4ddd0035bffa7676e3a46ce0f8f053df3d4ad573548545258f4a10496
SUPPLEMENTAL,SUPPLEMENTAL_0447,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,ALPHA,HIGH,STRICT,PP,FREE8,B1,IC-b,C6-E,C6-EX,559,0.0541315517217173,0.0031978526131422,0.107688999959957,0.0383961603839616,0.3455654434556544,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,2f64689fa99b842f2d5cc5c29ff04b04be45f674340717f10a7c86905a45a2fb
SUPPLEMENTAL,SUPPLEMENTAL_0448,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,BETA,HIGH,STRICT,PP,FREE8,B1,IC-b,C5,C4,562,0.0149051342847577,-0.0039457297869795,0.0364650016888275,0.1353864613538646,0.8123187681231876,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,3bd4d4a891e65500e6f1b006ac4d118d0e9ea30d51b39682cfd621110f8c6d4c
SUPPLEMENTAL,SUPPLEMENTAL_0449,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,BETA,HIGH,STRICT,PP,FREE8,B1,IC-b,C4R,C4,567,-0.0004428606428493,-0.0028843764244365,0.0019740697041012,0.7197280271972802,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,791b35fc35026ef6dd937a38e59738a062fb1ba8dd0e0a4435f204c9ee4ac8c3
SUPPLEMENTAL,SUPPLEMENTAL_0450,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,BETA,HIGH,STRICT,PP,FREE8,B1,IC-b,C6-E,C4R,561,0.0156822751933197,0.0061232820677972,0.0284552888242693,0.0007999200079992,0.0087991200879912,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,72eff0eca0ffd22995da056f733da17ab2c020130b463d3152f365e78d0237e5
SUPPLEMENTAL,SUPPLEMENTAL_0451,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,BETA,HIGH,STRICT,PP,FREE8,B1,IC-b,C6-E,C6-EX,559,0.0050957214586995,-0.0012378070160494,0.0110174822749607,0.1117888211178882,0.7825217478252173,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,4e76b6efae4de27d9e0bcabd7182d619313f18dc0e5aaab2b0e352dc3f3319e3
SUPPLEMENTAL,SUPPLEMENTAL_0452,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,GAMMA,HIGH,STRICT,PP,FREE8,B1,IC-b,C5,C4,562,0.0128557357135145,-0.0173290572776234,0.042891301017182,0.4011598840115988,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,0a325c06d37dea62cc5aed83c4d509d7f1d81036cb2a39312760f76203be528d
SUPPLEMENTAL,SUPPLEMENTAL_0453,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,GAMMA,HIGH,STRICT,PP,FREE8,B1,IC-b,C4R,C4,567,0.0056858565144171,-0.0063228033925574,0.0180683846490271,0.3551644835516448,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,0edbd43f832c7973a29b69f4f7b24050ae1cf9d83b2f434d9155674f089c31c1
SUPPLEMENTAL,SUPPLEMENTAL_0454,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,GAMMA,HIGH,STRICT,PP,FREE8,B1,IC-b,C6-E,C4R,561,0.0170732315171026,-0.0032079301329213,0.0390147184168898,0.0973902609739026,0.7791220877912208,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,518dcfb5c1d29461e4cd507d33b3e8ff0ba76d90c6cd18d3133a13dc6003125a
SUPPLEMENTAL,SUPPLEMENTAL_0455,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,GAMMA,HIGH,STRICT,PP,FREE8,B1,IC-b,C6-E,C6-EX,559,0.0145449454620961,-0.0073870678190751,0.0374748587280931,0.2017798220177982,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,a09e8cd619fcba147a5fc5326a9c2852c4c984c8a44bc4afec18391038331e37
SUPPLEMENTAL,SUPPLEMENTAL_0456,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,ALPHA,HIGH,STRICT,PP,FREE8,BINF,IC-b,C5,C4,575,-0.0652430602825521,-0.1528551734644702,0.0189926843288113,0.1373862613738626,0.9617038296170382,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,932b44edf56ad8fa508eefbf162bd282dbe7be53a6fbe638e5c579eb0466d46a
SUPPLEMENTAL,SUPPLEMENTAL_0457,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,ALPHA,HIGH,STRICT,PP,FREE8,BINF,IC-b,C4R,C4,575,0.1448879457482113,0.0920712423479406,0.2011407103779506,0.0001999800019998,0.0023997600239976,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,00ec93d434d29ad6eba0beb77f71d11be0b8cbe386cf00398a5b05cf7ad45016
SUPPLEMENTAL,SUPPLEMENTAL_0458,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,ALPHA,HIGH,STRICT,PP,FREE8,BINF,IC-b,C6-E,C4R,575,0.0430853162824828,-0.0191856456415168,0.1047051671389099,0.1755824417558244,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,23aa667300112870489abdc572b710cd2a65adc40b1ceb5ae690acceda2c2a89
SUPPLEMENTAL,SUPPLEMENTAL_0459,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,ALPHA,HIGH,STRICT,PP,FREE8,BINF,IC-b,C6-E,C6-EX,575,0.0153244899294307,-0.0402749696868747,0.0725895777071485,0.6001399860013998,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,3041ee0c35582eba58b863c0e55796732124c49a66632ff97cbcb547617c7a52
SUPPLEMENTAL,SUPPLEMENTAL_0460,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,BETA,HIGH,STRICT,PP,FREE8,BINF,IC-b,C5,C4,575,-0.0007981189027952,-0.033112950204213,0.033494871059962,0.948105189481052,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,b0f44c2a4b89233f59bdaffab6a65ff3e1f600977598c753ae7a747b5e4fa38c
SUPPLEMENTAL,SUPPLEMENTAL_0461,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,BETA,HIGH,STRICT,PP,FREE8,BINF,IC-b,C4R,C4,575,0.0301911152468026,0.0137546499008074,0.0514807478384605,0.0001999800019998,0.0023997600239976,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,8c2e99b4143af076e6fbc6527ff5a211d0b4ef5b350992e5451d9c4fb0fb505d
SUPPLEMENTAL,SUPPLEMENTAL_0462,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,BETA,HIGH,STRICT,PP,FREE8,BINF,IC-b,C6-E,C4R,575,0.0120003347734194,-0.0158131864645673,0.039360516274477,0.3935606439356064,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,4346752de6572edb5499b8d0e53245ae7e4afeabde2eb2983317efc32ad552ef
SUPPLEMENTAL,SUPPLEMENTAL_0463,6,PP_CONTRAST,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,BETA,HIGH,STRICT,PP,FREE8,BINF,IC-b,C6-E,C6-EX,575,-0.0002395902546702,-0.0194145701367173,0.0150875729886482,0.9645035496450356,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,6e505c6e63a118b205bfd0f9e6e3c1367954955bfed089b2cca34a2f2ccad2dd
