table_id,row_id,chapter,analysis_id,statistical_path,model,oracle,reasoning_regime,execution_policy,population,action_space,budget,information_condition,lhs,rhs,N,estimate,ci_low,ci_high,raw_p,holm_p,canonical_file,canonical_key_sha256
SUPPLEMENTAL,SUPPLEMENTAL_0097,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,BETA,BASELINE,STRICT,ITT,FREE8,B1,IC-b,C4R,C4,575,0.0307022389303257,0.0178131450220711,0.0467909436272823,0.0001999800019998,0.0191980801919808,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,ab0f88e78671f98215e6579387b08693e7b04e1dad81b654ef605868b5a36661
SUPPLEMENTAL,SUPPLEMENTAL_0098,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,GAMMA,BASELINE,STRICT,ITT,FREE8,B1,IC-b,C4R,C4,575,0.0270836085085994,0.0087224601479952,0.0467752591048705,0.0027997200279972,0.1735826417358264,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,4d96eb3398e466b60e8c2ec4bd2922e30a44b7de812631133dfeec822511d105
SUPPLEMENTAL,SUPPLEMENTAL_0099,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,ALPHA,BASELINE,STRICT,ITT,FREE8,B1,IC-b,C6-E,C4R,575,0.0565608065752115,-0.0253908729336395,0.139264991226479,0.1823817618238176,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,10c5f2ed4ca3f5b2a7772ee77d72356e912b3067e758bd5ce0958b93e4ed72d1
SUPPLEMENTAL,SUPPLEMENTAL_0100,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,BETA,BASELINE,STRICT,ITT,FREE8,B1,IC-b,C6-E,C4R,575,0.0115784181709983,-0.0138816702067904,0.0361916899607575,0.3591640835916408,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,fbd20c89c63e3af05d211f6c5a6de58b6a9f1c23f74c3854330f490337f59a6a
SUPPLEMENTAL,SUPPLEMENTAL_0101,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,GAMMA,BASELINE,STRICT,ITT,FREE8,B1,IC-b,C6-E,C4R,575,0.0196668983607551,-0.0150781771593838,0.0547143710966264,0.2587741225877412,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,c61196a949e9a1b226293d6a78d1a288650aa1ef778b0dbd8b42ea83e49832e6
SUPPLEMENTAL,SUPPLEMENTAL_0102,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,ALPHA,BASELINE,STRICT,ITT,FREE8,BINF,IC-b,C4R,C4,575,0.1503872417557171,0.0967419904564826,0.208437486475255,0.0001999800019998,0.0191980801919808,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,097bd499eba0f830c973b2c64bb92b75d8e74007a5395e15fd7bc35e2c4078cc
SUPPLEMENTAL,SUPPLEMENTAL_0103,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,BETA,BASELINE,STRICT,ITT,FREE8,BINF,IC-b,C4R,C4,575,0.0292106119371504,0.0059925454053355,0.0546877909774871,0.0153984601539846,0.846915308469153,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,86ddea0811d71cb43c2751509e547476824586da8bba28f9c2500dbe591a1f76
SUPPLEMENTAL,SUPPLEMENTAL_0104,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,GAMMA,BASELINE,STRICT,ITT,FREE8,BINF,IC-b,C4R,C4,575,0.0482535321309907,0.0240531370447181,0.0755969907367301,0.0003999600039996,0.0311968803119688,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,4c51ec5f0a0257945df7620ed9929bf95f2cb19dbdc3268d49ee9484c31a54c6
SUPPLEMENTAL,SUPPLEMENTAL_0105,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,ALPHA,BASELINE,STRICT,ITT,FREE8,BINF,IC-b,C6-E,C4R,575,0.111052575948137,0.0117553637544241,0.2098068867998628,0.0285971402859714,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,7c072d720c0120df65e95144e8ebd36daa7d2aed12b796475f5a2d41603c19ba
SUPPLEMENTAL,SUPPLEMENTAL_0106,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,BETA,BASELINE,STRICT,ITT,FREE8,BINF,IC-b,C6-E,C4R,575,0.0347835143874181,-0.0030824779403324,0.0737732171399105,0.0735926407359264,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,b820e3dd11641d0d92fcbabc75d0ff7d11d42f84c7fc52d77b2322d43124d489
SUPPLEMENTAL,SUPPLEMENTAL_0107,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,GAMMA,BASELINE,STRICT,ITT,FREE8,BINF,IC-b,C6-E,C4R,575,0.0454432177130845,0.007120973264555,0.0863274125884796,0.021997800219978,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,c8933f8ec0593375000fc4844e7330600db367478dc3afc2ce42020f6504a934
SUPPLEMENTAL,SUPPLEMENTAL_0108,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,ALPHA,HIGH,REPAIRED,ITT,CANDIDATE9,B1,IC-b,C4R,C4,575,-0.0203331720559225,-0.0518907568704326,0.0098658346574689,0.1835816418358164,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,3ae34e4b3abc01cd2206dae87f44c1f1e78166a36591cc8125e478d719355b69
SUPPLEMENTAL,SUPPLEMENTAL_0109,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,BETA,HIGH,REPAIRED,ITT,CANDIDATE9,B1,IC-b,C4R,C4,575,-0.0039390710537549,-0.0080532094340364,-0.0007964839829285,0.0047995200479952,0.4271572842715728,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,81cc754d0c2093907a606710c1a5fc715505fad5061727a8e7dfef029b23322c
SUPPLEMENTAL,SUPPLEMENTAL_0110,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,GAMMA,HIGH,REPAIRED,ITT,CANDIDATE9,B1,IC-b,C4R,C4,575,-0.0051610701653675,-0.0202382173998826,0.0103494160302544,0.4851514848515148,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,e8eea79c5dfe95f0bb4e83ad38abc1b54dc027448bc1da618a03a374731d2060
SUPPLEMENTAL,SUPPLEMENTAL_0111,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,ALPHA,HIGH,REPAIRED,ITT,CANDIDATE9,B1,IC-b,C6-E,C4R,575,0.0370327081794462,-0.0096411647955806,0.0854496558368719,0.1207879212078792,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,90f354769d0cfef03b6b79572f9ac647dd47746bef574b427e4f1cbbc6b96c9e
SUPPLEMENTAL,SUPPLEMENTAL_0112,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,BETA,HIGH,REPAIRED,ITT,CANDIDATE9,B1,IC-b,C6-E,C4R,575,0.0086610773664386,-0.0002306334895297,0.0202525435723846,0.0603939606039396,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,871ec4af7d263acb6c1cf2298a3db8cf68a8ace1b99379d73ee55f85cc64f3ca
SUPPLEMENTAL,SUPPLEMENTAL_0113,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,GAMMA,HIGH,REPAIRED,ITT,CANDIDATE9,B1,IC-b,C6-E,C4R,575,0.0078455967302778,-0.0133474346868715,0.0281070109561417,0.4427557244275572,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,2ce7dd151844ca46cf68a31e582a2afbe7f1f451559eaf4f9777be15d11c5512
SUPPLEMENTAL,SUPPLEMENTAL_0114,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,ALPHA,HIGH,REPAIRED,ITT,CANDIDATE9,B1,IC-b,C4R,C4,575,0.014299958652293,-0.0030914069940461,0.0369191127595087,0.1337866213378662,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,f1399dde41eefa2a150e1cd811aaa8be12db41da1ec7dc3f6e2c5057c7952693
SUPPLEMENTAL,SUPPLEMENTAL_0115,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,BETA,HIGH,REPAIRED,ITT,CANDIDATE9,B1,IC-b,C4R,C4,575,0.0009794210439283,-0.0046767168184444,0.0061251358500016,0.694930506949305,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,bafc74038e5da2b308a1b33a6354e459e27e7f0e7057fd1a8ec5de863764b611
SUPPLEMENTAL,SUPPLEMENTAL_0116,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,GAMMA,HIGH,REPAIRED,ITT,CANDIDATE9,B1,IC-b,C4R,C4,575,0.0031701791311687,-0.0082811923468851,0.0149912489737593,0.5887411258874112,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,b19c2cba193175379481ac5dccf1bf33a6a29909a33ebc1ac83db0a084a84f13
SUPPLEMENTAL,SUPPLEMENTAL_0117,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,ALPHA,HIGH,REPAIRED,ITT,CANDIDATE9,B1,IC-b,C6-E,C4R,575,0.0323951260599358,-0.0042094833397046,0.0700122303734323,0.0833916608339166,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,768ea11721584470500d06abe624efa85ab8d9a1bb073276dfb684c9a199ca04
SUPPLEMENTAL,SUPPLEMENTAL_0118,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,BETA,HIGH,REPAIRED,ITT,CANDIDATE9,B1,IC-b,C6-E,C4R,575,0.0036742978374687,-0.0101798020295823,0.014005289789469,0.5021497850214979,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,36def72b2bb7f8f292c36533da8f8a66399ded17443553f8d7bdd6c6e920904e
SUPPLEMENTAL,SUPPLEMENTAL_0119,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GPT,GAMMA,HIGH,REPAIRED,ITT,CANDIDATE9,B1,IC-b,C6-E,C4R,575,0.0265193490221898,0.004971293351208,0.0504131681384386,0.013998600139986,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,df6799921ab3a8c8f506241716d3a83d844bb04871c7ff19c3900b1cd80b752f
SUPPLEMENTAL,SUPPLEMENTAL_0120,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,ALPHA,HIGH,REPAIRED,ITT,FREE8,B1,IC-b,C4R,C4,575,0.0003330382923199,-0.0278835690577774,0.0301413326567384,0.9643035696430357,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,ed5f82577ea997aedd6851659697a3518ae454cc32187418cad97bed9e5502ff
SUPPLEMENTAL,SUPPLEMENTAL_0121,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,BETA,HIGH,REPAIRED,ITT,FREE8,B1,IC-b,C4R,C4,575,-0.0021866216849391,-0.0071036519225456,0.001542151708431,0.3115688431156884,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,14aa1cc897cec58e127152a39cc313d8df5e94732d50ac093b6e9078f3d2f872
SUPPLEMENTAL,SUPPLEMENTAL_0122,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,GAMMA,HIGH,REPAIRED,ITT,FREE8,B1,IC-b,C4R,C4,575,0.0073622993285393,-0.005809925678824,0.0217649907937313,0.2793720627937206,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,5aa8762ed481db4b9e8bd4b27ee3f2258e21f0238251f9ea65d0c143d869717e
SUPPLEMENTAL,SUPPLEMENTAL_0123,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,ALPHA,HIGH,REPAIRED,ITT,FREE8,B1,IC-b,C5,C4,575,0.0625204655074251,0.0046820741814458,0.120925942893099,0.0323967603239676,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,5ac1153f40be983f3e7a8d8f2033c5e8f4f47e4ce0cc48d68cce2ef60bb52b69
SUPPLEMENTAL,SUPPLEMENTAL_0124,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,BETA,HIGH,REPAIRED,ITT,FREE8,B1,IC-b,C5,C4,575,0.0148058655034405,-0.0034748894660599,0.0357971029983219,0.1215878412158784,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,3d0084e6e5d6187a9681a77e3441e07e34f9d983b0df5ca98a1d4106038318fe
SUPPLEMENTAL,SUPPLEMENTAL_0125,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,GAMMA,HIGH,REPAIRED,ITT,FREE8,B1,IC-b,C5,C4,575,0.0114947977020007,-0.0176679987224326,0.0416005333778168,0.43995600439956,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,5ce2470991d0b0957c7f3223fc9daa8bb4e1f92a8a274044a14e011c96f3726e
SUPPLEMENTAL,SUPPLEMENTAL_0126,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,ALPHA,HIGH,REPAIRED,ITT,FREE8,B1,IC-b,C6-E,C4R,575,0.0793043899061371,0.0371255648012353,0.1232991730362754,0.0005999400059994,0.0599940005999399,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,b08e6fc366daa1f24ceb996617b35ea43086a642aaa6da9943f010126897be17
SUPPLEMENTAL,SUPPLEMENTAL_0127,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,BETA,HIGH,REPAIRED,ITT,FREE8,B1,IC-b,C6-E,C4R,575,0.0176363682237426,0.0075988485898507,0.0305787153865305,0.0005999400059994,0.0599940005999399,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,f2fad10d6dc1c5038b0a7a8f9f76a86c2192f6fa37b041710bfd370ef4c9373c
SUPPLEMENTAL,SUPPLEMENTAL_0128,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,GAMMA,HIGH,REPAIRED,ITT,FREE8,B1,IC-b,C6-E,C4R,575,0.0166215750977078,-0.0045661854715176,0.0389569967575633,0.1227877212278772,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,9fe0db5e208952eec9bcefae29c7847bd8b5479763df70f0cf1ecee7e2bdba34
SUPPLEMENTAL,SUPPLEMENTAL_0129,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,ALPHA,HIGH,REPAIRED,ITT,FREE8,B1,IC-b,C6-E,C6-EX,575,0.0469908301740581,-0.0036853817219092,0.100821329270422,0.0673932606739326,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,19dc409132f6d4f416563da2c01c37a1d53732a7115887d5a2222e0dda26ac65
SUPPLEMENTAL,SUPPLEMENTAL_0130,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,BETA,HIGH,REPAIRED,ITT,FREE8,B1,IC-b,C6-E,C6-EX,575,0.0049119968739506,-0.0013369768082179,0.0108456082994993,0.121987801219878,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,fc00477586f12ded96af6915f72a3e2499fb266efc21e33e31f917ec4d2ad84e
SUPPLEMENTAL,SUPPLEMENTAL_0131,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,GAMMA,HIGH,REPAIRED,ITT,FREE8,B1,IC-b,C6-E,C6-EX,575,0.0147412172257541,-0.0064362160845367,0.0368780538547393,0.1747825217478252,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,3c746541b3190495b16c643aca4f3f8721b432b0ac893c9f1b05b5bc06cdc356
SUPPLEMENTAL,SUPPLEMENTAL_0132,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,ALPHA,HIGH,REPAIRED,ITT,FREE8,B1,IC-b,C4R,C4,575,-0.0134978132687859,-0.0497368495440637,0.016979177787807,0.4423557644235576,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,75a38918882903218b56e8fac57f1279503cf4e871e9c437c27d81c8a7818417
SUPPLEMENTAL,SUPPLEMENTAL_0133,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,BETA,HIGH,REPAIRED,ITT,FREE8,B1,IC-b,C4R,C4,575,-0.0018485162604763,-0.0168695310756559,0.0127956761214656,0.8011198880111989,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,3ed684f94ce3023946ceefda2a044a2f16b80d83f6954fcdf9aab90028ec14f6
SUPPLEMENTAL,SUPPLEMENTAL_0134,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,GAMMA,HIGH,REPAIRED,ITT,FREE8,B1,IC-b,C4R,C4,575,-0.0019804155702906,-0.0141164765496952,0.0093314103900794,0.7281271872812719,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,508bf20c6be97adb41da97a8373b83b22ea164761d959dd3f6cb80841d19632c
SUPPLEMENTAL,SUPPLEMENTAL_0135,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,ALPHA,HIGH,REPAIRED,ITT,FREE8,B1,IC-b,C6-E,C4R,575,0.0768862348822135,0.0316236185662888,0.1269185911287438,0.0013998600139986,0.0937906209379062,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,9572ffcbf600b0d44f070834a825cf8480900e4418937948e898a47c91f1f30f
SUPPLEMENTAL,SUPPLEMENTAL_0136,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,BETA,HIGH,REPAIRED,ITT,FREE8,B1,IC-b,C6-E,C4R,575,0.0195172736317035,0.0021499880449824,0.0382690494671711,0.0263973602639736,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,7e50d259833fc6d3ec048211d581a1e4ecbd820d3c49007e2db8c41e2a086fb9
SUPPLEMENTAL,SUPPLEMENTAL_0137,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,GAMMA,HIGH,REPAIRED,ITT,FREE8,B1,IC-b,C6-E,C4R,575,0.0184475891294203,0.003480438944145,0.0345393985561633,0.0161983801619838,0.863913608639136,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,cba0a8f71e069a648bb63f20a8708fba0f31c22849223d53975c5199d4732af2
SUPPLEMENTAL,SUPPLEMENTAL_0138,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,ALPHA,HIGH,REPAIRED,ITT,FREE8,BINF,IC-b,C4R,C4,575,0.1448879457482113,0.0934552270224253,0.2015766265660176,0.0001999800019998,0.023997600239976,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,89c7d482d444b1321d1b558a32224a83b0c96725ec5d4fcfc996285dc48ad136
SUPPLEMENTAL,SUPPLEMENTAL_0139,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,BETA,HIGH,REPAIRED,ITT,FREE8,BINF,IC-b,C4R,C4,575,0.0301911152468026,0.0139042315739666,0.0515626049135072,0.0001999800019998,0.023997600239976,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,010943a62b8cfa29240a88aa092f7a5f164de7b63ae6a1bd2e9ca4edbcbb82d7
SUPPLEMENTAL,SUPPLEMENTAL_0140,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,GAMMA,HIGH,REPAIRED,ITT,FREE8,BINF,IC-b,C4R,C4,575,0.0122270227924374,-0.001775878675676,0.0270416073795636,0.0907909209079092,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,2f5815719d0318090f260c3aa44a9e62b746dd37d2176f17d36d4cf993fa00eb
SUPPLEMENTAL,SUPPLEMENTAL_0141,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,ALPHA,HIGH,REPAIRED,ITT,FREE8,BINF,IC-b,C5,C4,575,-0.0652430602825521,-0.1504151942809078,0.0200242745881403,0.1361863813618638,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,8339f37d13f570a90b5e092ddac12ca8c0b6e0fc60082214087eb9c7901469b8
SUPPLEMENTAL,SUPPLEMENTAL_0142,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,BETA,HIGH,REPAIRED,ITT,FREE8,BINF,IC-b,C5,C4,575,-0.0007981189027952,-0.0330085966909475,0.0326097307417809,0.9515048495150484,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,02ce56d55338b777cc9e50b102a699145245c73459e653dccfbdfe3aa65e51d4
SUPPLEMENTAL,SUPPLEMENTAL_0143,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,GAMMA,HIGH,REPAIRED,ITT,FREE8,BINF,IC-b,C5,C4,575,-0.0185250162845019,-0.0533805441365233,0.017129054958669,0.3131686831316868,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,14c02cfb34729528234b686d261c66d0859f0c091ebaef6704cb724a144a0391
SUPPLEMENTAL,SUPPLEMENTAL_0144,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,ALPHA,HIGH,REPAIRED,ITT,FREE8,BINF,IC-b,C6-E,C4R,575,0.0430853162824828,-0.0209397310756884,0.10571214808613,0.1653834616538346,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,f6f2630f339000def0c014cbda50dc2cb44f508b36b439714b06beeed45f4c7d
SUPPLEMENTAL,SUPPLEMENTAL_0145,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,BETA,HIGH,REPAIRED,ITT,FREE8,BINF,IC-b,C6-E,C4R,575,0.0120003347734194,-0.0162580552067491,0.0386984738882487,0.3995600439956004,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,d82280bbe216e277d547d48b2e763935ae565459f4d5efc8f91748776545efaf
SUPPLEMENTAL,SUPPLEMENTAL_0146,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,GAMMA,HIGH,REPAIRED,ITT,FREE8,BINF,IC-b,C6-E,C4R,575,0.0427412929181628,0.0217010754430899,0.0644499629276211,0.0001999800019998,0.023997600239976,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,333deeb1daafce0dfe46b1e82af93bc01174274020eec622ff53c295c30d3c49
SUPPLEMENTAL,SUPPLEMENTAL_0147,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,ALPHA,HIGH,REPAIRED,ITT,FREE8,BINF,IC-b,C6-E,C6-EX,575,0.0153244899294307,-0.041519921414924,0.0715272302511536,0.5945405459454055,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,55ffc766e7d0499a32eeef2781a1c1a0bb93963ea84747dea37a25acaad1d71e
SUPPLEMENTAL,SUPPLEMENTAL_0148,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,BETA,HIGH,REPAIRED,ITT,FREE8,BINF,IC-b,C6-E,C6-EX,575,-0.0002395902546702,-0.0197392056882918,0.0151445532241161,0.9631036896310368,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,dcef969015665fbba52af6bc1a4ec5643b0b6469b54954f2aa83718a180a347c
SUPPLEMENTAL,SUPPLEMENTAL_0149,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,GAMMA,HIGH,REPAIRED,ITT,FREE8,BINF,IC-b,C6-E,C6-EX,575,0.0227744302086518,0.0020118082675691,0.0447867158787124,0.0325967403259674,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,3cdd6803249f21906a042fe78dbfec2fbad7813ddd5eeb77843c062657a34478
SUPPLEMENTAL,SUPPLEMENTAL_0150,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,ALPHA,HIGH,REPAIRED,ITT,FREE8,BINF,IC-b,C4R,C4,575,0.1434374494292223,0.0962076829500724,0.194870988730925,0.0001999800019998,0.0191980801919808,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,714fd98b4c970c4b866c017da22f0d597a48170896be306389608e61c0068094
SUPPLEMENTAL,SUPPLEMENTAL_0151,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,BETA,HIGH,REPAIRED,ITT,FREE8,BINF,IC-b,C4R,C4,575,0.019917651301469,0.0079451069050004,0.0339637886124715,0.0003999600039996,0.0311968803119688,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,a5a223b8c8bcaf793c967ab332c4e4b87e91b9e1bdd74b26392391a181ab0d26
SUPPLEMENTAL,SUPPLEMENTAL_0152,6,SUPPLEMENTAL_HISTORICAL_ROW,V13_SUPPLEMENTAL_SHA256_STREAM,GEMINI,GAMMA,HIGH,REPAIRED,ITT,FREE8,BINF,IC-b,C4R,C4,575,0.0145741505369609,-0.0043850682465932,0.0346790614025273,0.1307869213078692,1.0,canonical_v13/V13_SUPPLEMENTAL_RESULTS.csv,3c215028cb9c57c23de5be674bca88f966fd15fe8763a8c80ca283bc826d086f
